tool,target,url,api_status_code,target_status_code,response_ms,has_title,has_expected_content,title,content_type,success,error
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1398,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1623,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1475,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2791,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2540,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2426,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1884,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1850,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1462,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1422,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1890,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1370,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1707,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1660,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1599,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1164,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1413,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1571,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1376,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1479,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1752,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1498,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,3061,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1943,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1291,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1768,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1746,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2320,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1549,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1318,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1334,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1741,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1684,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1461,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1478,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1894,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2118,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1620,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1732,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1563,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1347,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1430,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1956,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1853,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1697,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,2255,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1829,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1906,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,IKEA product page,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/,200,200,1907,True,True,"KALLAX shelf unit, white, 301/8x575/8""  - IKEA",,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3955,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,6107,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,6188,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4890,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5417,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4912,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4986,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5659,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5132,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4944,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4126,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3722,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5195,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5098,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4706,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,6172,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3688,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4360,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3469,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3994,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4203,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5678,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5452,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4413,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4754,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4384,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4451,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,6022,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5791,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5142,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5645,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4839,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,8080,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3952,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3803,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3700,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5897,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3710,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4186,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3993,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4928,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,3952,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4490,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4880,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,5769,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,49083,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4042,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
zenrows,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,200,4477,True,True,THE 10  BEST Restaurants in Paris (Updated August 2026),,True,
